Key,Value
1291,"Schild[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2a pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Erzeugt einen Schild um den Zaubernden, der Lebenspunkte absorbiert.""[/center]
[/center]
— WIRKUNG —[/center]
""Schild absorbiert %1bm - %2bm Lebenspunkte,[/center]
plus %1am - %2am Punkte alle %clm Stufe(n) des[/center]
Zaubernden. Wenn der Schild seinen Maximalschaden[/center]
eingesteckt hat oder %bdr Runde(n), plus %adr Runde(n)[/center]
alle %cld Stufe(n) des Zaubernden, vergangen sind,[/center]
löst er sich wieder auf.""[/center]
[/end]"
1292,"Schild[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2a pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Erzeugt einen Schild um den Zaubernden, der Lebenspunkte absorbiert.""[/center]
[/center]
— WIRKUNG —[/center]
""Schild absorbiert %1bm - %2bm Lebenspunkte,[/center]
plus %1am - %2am Punkte alle %clm Stufe(n) des[/center]
Zaubernden. Wenn der Schild seinen Maximalschaden[/center]
eingesteckt hat oder %bdr Runde(n), plus %adr Runde(n)[/center]
alle %cld Stufe(n) des Zaubernden, vergangen sind,[/center]
löst er sich wieder auf.""[/center]
[/end]"
1293,"Schild[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2a pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Erzeugt einen Schild um den Zaubernden, der Lebenspunkte absorbiert.""[/center]
[/center]
— WIRKUNG —[/center]
""Schild absorbiert %1bm - %2bm Lebenspunkte,[/center]
plus %1am - %2am Punkte alle %clm Stufe(n) des[/center]
Zaubernden. Wenn der Schild seinen Maximalschaden[/center]
eingesteckt hat oder %bdr Runde(n), plus %adr Runde(n)[/center]
alle %cld Stufe(n) des Zaubernden, vergangen sind,[/center]
löst er sich wieder auf.""[/center]
[/end]"
1294,"Astrale Reise[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Bringt den Zaubernden zur Astralen Ebene.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach alle %clc Stufe(n)[/center]
des Zaubernden. Der Zaubernde bleibt %bdr Runde(n),[/center]
plus %adr Runde(n) alle %cld Stufe(n) des Zaubernden[/center]
in der Astralen Ebene.""[/center]
[/end]"
1295,"Vergeistigung[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Vergeistigt den Zaubernden, sodass er durch Wände gehen kann.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach alle[/center]
%clc Stufe(n) des Zaubernden. Der Zaubernde bleibt[/center]
für %bdr Runde(n) vergeistigt, plus %adr Runde(n)[/center]
alle %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1296,"Magie entdecken[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde kann sämtliche Magie in einem 30°-Kegel[/center]
in Zauberrichtung erkennen.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach[/center]
für alle %cld Stufe(n) des Zaubernden. Der Zauber[/center]
bleibt für %bdr Runde(n) aktiv, plus %adr Runde(n) alle[/center]
%cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1297,"Feinde entdecken[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
""Der Zaubernde kann sämtliche Feinde in einem 30°-Kegel[/center]
in Zauberrichtung erkennen.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach[/center]
für alle %cld Stufe(n) des Zaubernden. Der Zauber[/center]
bleibt für %bdr Runde(n) aktiv, plus %adr Runde(n) alle[/center]
%cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1298,"Schätze entdecken[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde kann sämtliche Schätze in einem 30°-Kegel[/center]
in Zauberrichtung erkennen.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach[/center]
für alle %cld Stufe(n) des Zaubernden. Der Zauber[/center]
bleibt für %bdr Runde(n) aktiv, plus %adr Runde(n) alle[/center]
%cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1299,"Identifizieren[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Identifizert das Ziel des Zaubers.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch,[/center]
plus %ach alle %clc Stufe(n) des Zaubernden.""[/center]
[/end]"
1300,"Zauberersicht[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Ermöglicht es, den Blick des Zaubernden unabhängig vom Körper zu bewegen.""[/center]
[/center]
— WIRKUNG —[/center]
Die Grundchance auf Erfolg beträgt %bch, plus %ach[/center]
für alle %clc Stufe(n) des Zaubernden. Der Effekt[/center]
bleibt für %bdr Runde(n) aktiv, plus %adr Runde(n) alle[/center]
%cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1301,"Dunkelheit[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Das Ziel wird von Dunkelheit eingehüllt.""[/center]
[/center]
— WIRKUNG —[/center]
""Der Zauber bleibt %bdr Runde(n) aktiv, plus %adr Runde(n)[/center]
alle %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1302,"Teleport[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Teleportiert den Zaubernden zum ausgewählten Ort.[/center]
Der Zaubernde muss den Zauber am Zielort sprechen und[/center]
kann sich später dorthin teleportieren. Jede Anwendung erlaubt[/center]
es dem Zaubernden, das Teleportziel zu ändern.""[/center]
[/center]
— WIRKUNG —[/center]
""Die Grundchance auf Erfolg beträgt %bch, plus %ach[/center]
alle %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1303,"Seelenfalle[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Nach dem Tod wird die Seele des Ziels unbegrenzt [/center]
in einem Seelenstein des Zaubernden festgehalten.""[/center]
[/center]
— WIRKUNG —[/center]
""Das Ziel muss innerhalb von %bdr Runde(n) sterben, plus[/center]
%adr Runde(n) alle %cld Stufe(n), nachdem es vom Zauber[/center]
erfasst wurde. Die Grundchance auf eine erfolgreiche[/center]
Seelenfalle beträgt %bch, plus %ach pro %cld Stufe(n) des[/center]
Zaubernden.""[/center]
[/end]"
1304,"Telekinese[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm - %2bm + %1am - %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Telekinese erlaubt es dem Zaubernden, Objekte durch [/center]
mentale Kraft über eine Entfernung hinweg zu bewegen.""[/center]
[/center]
— WIRKUNG —[/center]
""Das Gewicht beweglicher Objekte ist %1bm - %2bm kg plus[/center]
%1am - %2am kg pro %clm Stufe(n) des Zaubernden.""[/center]
[/end]"
1305,"Sprachen verstehen[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]%bch + %ach pro %clc Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde kann jede geschriebene oder[/center]
gesprochene Sprache verstehen.""[/center]
[/center]
— WIRKUNG —[/center]
""Der Effekt hält %bdr Runde(n), plus %adr Runde(n)[/center]
alle %cld Stufe(n)des Zaubernden.""[/center]
[/end]"
1306,"Feuer verstärken[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde verstärkt das Licht eines normalen Feuers.""[/center]
[/center]
— WIRKUNG —[/center]
""Das Licht wird auf bis zu %1bm bis %2bm Kerze(n)[/center]
verstärkt, plus %1am bis %2am Kerze(n) alle %clm Stufe(n)[/center]
des Zaubernden. Der Effekt bleibt %bdr Runde(n),[/center]
plus %adr Runde(n) pro %cld Stufe(n) des Zaubernden aktiv.""[/center]
[/end]"
1307,"Feuer abschwächen[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde schwächt das Licht eines normalen Feuers ab.""[/center]
[/center]
— WIRKUNG —[/center]
""Das Licht wird um zu %1bm bis %2bm Kerze(n)[/center]
reduziert, plus %1am bis %2am Kerze(n) alle %clm[/center]
Stufe(n) des Zaubernden. Der Effekt bleibt %bdr Runde(n),[/center]
plus %adr Runde(n) pro %cld Stufe(n) des Zaubernden aktiv.""[/center]
[/end]"
1308,"Steinwand[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde erschafft eine Wand aus Stein.""[/center]
[/center]
— WIRKUNG —[/center]
""%1bm bis %2bm Quadratmeter alle %clm Stufe(n) des Zaubernden.[/center]
Die Wand bleibt %bdr Runde(n) bestehen, plus %adr[/center]
Runde(n) pro %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1309,"Feuerwand[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde erschafft eine Wand aus Feuer.""[/center]
[/center]
— WIRKUNG —[/center]
""%1bm bis %2bm Quadratmeter alle %clm Stufe(n) des Zaubernden.[/center]
Die Wand bleibt %bdr Runde(n) bestehen, plus %adr[/center]
Runde(n) pro %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1310,"Eiswand[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde erschafft eine Wand aus Eis.""[/center]
[/center]
— WIRKUNG —[/center]
""%1bm bis %2bm Quadratmeter alle %clm Stufe(n) des Zaubernden.[/center]
Die Wand bleibt %bdr Runde(n) bestehen, plus %adr[/center]
Runde(n) pro %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1311,"Giftwand[/center]
-------------------------------------------------[/center]
[/pos:x=20,y=0]Dauer:[/pos:x=50,y=0]%bdr + %adr pro %cld Stufe(n)[/left]
[/pos:x=20,y=0]Chance:[/pos:x=50,y=0]N/A + N/A pro N/A Stufe(n)[/left]
[/pos:x=20,y=0]Wirkung:[/pos:x=50,y=0]%1bm bis %2bm + %1am bis %2am pro %clm Stufe(n)[/left]
-------------------------------------------------[/center]
— BESCHREIBUNG —[/center]
""Der Zaubernde erschafft eine Wand aus Gift.""[/center]
[/center]
— WIRKUNG —[/center]
""%1bm bis %2bm Quadratmeter alle %clm Stufe(n) des Zaubernden.[/center]
Die Wand bleibt %bdr Runde(n) bestehen,[/center]
plus %adr Runde(n) pro %cld Stufe(n) des Zaubernden.""[/center]
[/end]"
1350,"Ihr habt bereits einen Vorteil[/center]
oder Nachteil ausgewählt, der[/center]
mit diesem in Konflikt steht.[/center]
[/end]"
1360,"Veränderung bezieht sich auf die gleichnamige Schule,[/center]
einen der sechs Zugänge zum Studium der Magie.[/center]
Diese Schule beschäftigt sich mit dem Vermögen der Magie,[/center]
Struktur und Zusammensetzung von Objekten zu verändern.[/center]
Langsamer Fall und Schild sind zwei typische Veränderungszauber.[/center]
[/end]"
1361,"Schütze ist die Fertigkeit, Ziele mit Pfeil und Bogen[/center]
zu treffen und ihnen damit Schaden zuzufügen.[/center]
[/end]"
1362,"Axt ist die Fertigkeit, die für den Einsatz[/center]
von Kampf- und Kriegsäxten entscheidend ist.[/center]
[/end]"
1363,"Meucheln ist die Fertigkeit, Ziele von hinten zu treffen.[/center]
Für einen geübten Meuchler ist es einfacher, Ziele[/center]
hinterrücks anzugreifen. Es ist auch wahrscheinlich,[/center]
dass ein auf diese Weise durchgeführter Angriff mehr[/center]
Schaden verursacht.[/center]
[/end]"
1364,"Stumpfe Waffen ist die Fertigkeit, mit stumpfen,[/center]
schweren Waffen wie Streitkolben und Hämmern umzugehen.[/center]
Damit erfahrene Kämpfer treffen ihr Ziel häufiger und[/center]
verursachen mit jedem Schlag mehr Schaden.[/center]
[/end]"
1365,"Zentaurisch ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit einem Zentauren zu reden.[/center]
[/end]"
1366,"Klettern ist die Fertigkeit, Hindernisse wie Wände oder[/center]
steile Abhänge zu überwinden. Sie verbessert sich stetig[/center]
bis man sich wieder auf ebenem Grund befindet.[/center]
[/end]"
1367,"Kritischer Schlag ist die Fertigkeit, ein Ziel[/center]
im Kampf besonders effektiv zu treffen und[/center]
verbessert sich dabei stetig. Ist ein Treffer[/center]
ein Kritischer Schlag, erleidet das Ziel einen[/center]
großen, oft tödlichen Zusatzschaden.[/center]
[/end]"
1368,"Daedrisch ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit Daedra wie einem Dremora[/center]
oder Flammenatronachen zu reden.[/center]
[/end]"
1369,"Zerstörung bezieht sich auf die gleichnamige[/center]
Schule, einen der sechs Zugänge zum Studium[/center]
der Magie. Zerstörungszauber dienen hauptsächlich[/center]
dazu, Zielen beispielsweise durch Feuerball oder[/center]
Giftwolke möglichst effektiv Schaden zuzufügen.[/center]
[/end]"
1370,"Tarnung ist die Fertigkeit, eine feindliche Umgebung[/center]
zu infiltrieren oder Gegenstände vor neugierigen Augen[/center]
zu verbergen.[/center]
[/end]"
1371,"Ausweichen ist die Fertigkeit, feindlichen Angriffen[/center]
oder Zaubern auszuweichen, bevor man getroffen wird.[/center]
[/end]"
1372,"Drachisch ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit einem Drachen zu reden.[/center]
[/end]"
1373,"Elfisch ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit einem Wildelfen zu reden.[/center]
[/end]"
1374,"Etikette ist die Fertigkeit, sich in Konversation[/center]
höflich, ehrerbietig und einnehmend zu geben.[/center]
[/end]"
1375,"Feensprache ist die benötigte Sprachfertigkeit, wenn man versucht, mit einer Fee zu reden.[/center]
[/end]"
1376,"Riesensprache ist die benötigte Sprachfertigkeit, wenn man versucht, mit einem Riesen zu reden.[/center]
[/end]"
1377,"Nahkampf ist die Fertigkeit, einem Ziel[/center]
durch unbewaffnete Schläge und Tritte[/center]
Schaden zuzufügen.[/center]
[/end]"
1378,"Harpyiensprache ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit einer Harpyie zu reden.[/center]
[/end]"
1379,"Illusion bezieht sich auf die gleichnamige[/center]
Schule, einen der sechs Zugänge zum Studium[/center]
der Magie. Illusionszauber können tarnen,[/center]
erhellen oder verschleiern, wie es die Zauber[/center]
Unsichtbarkeit und Licht demonstrieren.[/center]
[/end] "
1380,"Koboldisch ist die benötigte Sprachfertigkeit,[/center]
wenn man versucht, mit einem Kobold zu reden.[/center]
[/end]"
1381,"Springen ist die Fertigkeit, möglichst weit[/center]
und hoch springen zu können.[/center]
[/end]"
1382,"Schlösser öffnen ist die Fertigkeit,[/center]
verschlossene Türen und Truhen zu öffnen.[/center]
[/end]"
1383,"Langwaffe ist die Fertigkeit, mit langen[/center]
Schlagwaffen wie Katanas oder Zweihändern[/center]
präzise zu treffen und Schaden zu verursachen.[/center]
[/end]"
1384,"Heilkunde ist die Fertigkeit, beim Rasten[/center]
leichtere Verletzungen und Krankheiten[/center]
schneller diagnostizieren zu können.[/center]
[/end]"
1385,"Feilschen ist die Fertigkeit, bei Verhandlungen mit[/center]
Händlern den bestmöglichen Preis herauszuschlagen.[/center]
[/end]"
1386,"Mystik bezieht sich auf die gleichnamige Schule,[/center]
einen der sechs Zugänge zum Studium der Magie.[/center]
Mystik ist überdies die undurchsichtigste Schule,[/center]
die durch ihre Anwendung geschaffenen Zauber sind[/center]
so verschieden wie Weite Stille oder Seelenfalle.[/center]
[/end]"
